split,seed,architecture,score_source,decision,budget,flight_label,n_events,detected_events,event_onset_recall,false_alarm_events,normal_hours,false_alarms_per_hour,avg_detection_time_s,max_detection_time_s
split_02,2,usad,usad_rankpct,threshold,advisory,global_position_anomaly,51,15,0.29411764705882354,31,0.6878973927777778,45.064860436263366,23.26318513333334,166.96193900000003
split_02,2,usad,usad_rankpct,threshold,advisory,mechanical_fault,43,9,0.20930232558139536,26,1.299568493888889,20.0066407598082,13.454932888888871,33.97825399999999
split_02,2,usad,usad_rankpct,threshold,advisory,normal,0,0,,400,28.125436730277777,14.22200138031597,,
split_02,2,usad,usad_rankpct,k_of_n,advisory,altitude_anomaly,114,5,0.043859649122807015,28,1.4421181852777778,19.415884416301633,4.228108000000015,9.965688999999998
split_02,2,usad,usad_rankpct,k_of_n,advisory,external_position_anomaly,185,70,0.3783783783783784,197,2.7663557002777774,71.21282341971377,8.071106285714285,54.00396700000002
split_02,2,usad,usad_rankpct,k_of_n,advisory,global_position_anomaly,51,5,0.09803921568627451,23,0.6878973927777778,33.43521903335669,7.208998399999993,20.95106499999997
split_02,2,usad,usad_rankpct,k_of_n,advisory,mechanical_fault,43,9,0.20930232558139536,42,1.299568493888889,32.31841968892094,15.98215544444444,31.028773
split_02,2,usad,usad_rankpct,k_of_n,advisory,normal,0,0,,420,28.125436730277777,14.933101449331767,,
split_02,2,usad,usad_rankpct,cusum,advisory,altitude_anomaly,114,3,0.02631578947368421,23,1.4421181852777778,15.948762199104914,9.015860999999992,27.047582999999975
split_02,2,usad,usad_rankpct,cusum,advisory,external_position_anomaly,185,69,0.372972972972973,121,2.7663557002777774,43.73985600906278,12.289768898550724,42.00631200000001
split_02,2,usad,usad_rankpct,cusum,advisory,global_position_anomaly,51,27,0.5294117647058824,35,0.6878973927777778,50.8796811377167,18.41616677777777,44.13247000000001
split_02,2,usad,usad_rankpct,cusum,advisory,mechanical_fault,43,8,0.18604651162790697,60,1.299568493888889,46.16917098417277,11.264739750000004,39.06840300000002
split_02,2,usad,usad_rankpct,cusum,advisory,normal,0,0,,555,28.125436730277777,19.733026915188407,,
split_03,3,usad,usad_relerr,threshold,critical,altitude_anomaly,114,0,0.0,2,1.4421181852777778,1.3868488868786881,,
split_03,3,usad,usad_relerr,threshold,critical,external_position_anomaly,185,61,0.32972972972972975,53,2.7663557002777774,19.15877990479609,7.796606918032788,61.07983399999999
split_03,3,usad,usad_relerr,threshold,critical,global_position_anomaly,51,14,0.27450980392156865,26,0.6878973927777778,37.79633455944669,20.799815428571428,156.03310699999997
split_03,3,usad,usad_relerr,threshold,critical,mechanical_fault,43,1,0.023255813953488372,9,1.299568493888889,6.925375647625915,3.9689970000000017,3.9689970000000017
